Event 200000
	2.90452	116.79	-16.62	-0.0596
	1085.85	2.30103e-09	0.0480984	-0.0136657	-0.0848494	0	116	3	0.0348494
	1113.94	1.02233e-09	0.0498223	-0.0141299	-0.0857509	0	116	3	0.0357509
	1156.07	2.56211e-07	0.052409	-0.0148231	-0.0871031	0	116	3	0.0371031
	1170.12	3.87722e-08	0.0532715	-0.0150533	-0.0875539	1	115	3	0.0375539
	1184.17	2.55423e-08	0.054134	-0.0152832	-0.0880046	1	115	3	0.0380046
	1212.26	2.55501e-07	0.0558594	-0.0157416	-0.0889061	1	115	3	0.0389061
	1254.39	1.00611e-07	0.0584484	-0.0164261	-0.0902584	2	116	3	0.0402584
	1366.76	1.68409e-08	0.0653572	-0.0182332	-0.0938644	3	115	3	0.0438644
	1380.8	1.91216e-08	0.0662213	-0.0184573	-0.0943151	3	115	3	0.0443151
	1394.85	1.74338e-08	0.0670855	-0.0186809	-0.0947659	4	116	3	0.0447659
	1422.94	2.89724e-08	0.0688142	-0.0191268	-0.0956674	4	116	3	0.0456674
	1451.03	3.07078e-08	0.0705433	-0.0195711	-0.0965689	4	116	3	0.0465689
	1465.08	1.48302e-07	0.071408	-0.0197926	-0.0970196	5	115	3	0.0470196
	1479.12	2.59996e-07	0.0722729	-0.0200137	-0.0974704	5	115	3	0.0474704
	1493.17	2.35436e-08	0.0731378	-0.0202344	-0.0979211	5	115	3	0.0479211
	1507.21	4.76195e-08	0.0740029	-0.0204547	-0.0983719	5	115	3	0.0483719
	1557.17	7.17796e-08	0.0771766	-0.0212583	-0.100025	6	116	2	0.049975
	1543.12	2.26251e-08	0.0780423	-0.0214755	-0.100476	6	116	2	0.049524
	1529.07	2.62455e-08	0.0789081	-0.0216923	-0.100927	6	116	2	0.049073
	1500.98	4.16836e-08	0.08064	-0.0221247	-0.101829	7	115	2	0.048171
	1486.94	9.79517e-09	0.0815061	-0.0223402	-0.10228	7	115	2	0.04772
	1472.89	1.08677e-09	0.0823723	-0.0225554	-0.102731	7	115	2	0.047269
	1458.84	8.41644e-08	0.0832386	-0.0227701	-0.103182	7	115	2	0.046818
	1430.75	3.89261e-08	0.0849715	-0.0231982	-0.104084	7	115	2	0.045916
	1416.7	5.03671e-08	0.0858381	-0.0234117	-0.104535	8	116	2	0.045465
	1388.61	2.61593e-07	0.0875717	-0.0238373	-0.105437	8	116	2	0.044563
	1374.56	8.79236e-08	0.0884386	-0.0240495	-0.105888	8	116	2	0.0441119
	1360.52	5.75591e-08	0.0893056	-0.0242613	-0.106339	8	116	2	0.0436609
	1332.42	1.7688e-08	0.09104	-0.0246836	-0.107241	9	115	2	0.0427589
	1290.29	2.08452e-08	0.0936424	-0.0253139	-0.108594	9	115	2	0.0414059
	1276.24	4.10677e-08	0.09451	-0.0255231	-0.109045	10	116	2	0.0409549
	1262.19	2.92356e-08	0.0953777	-0.0257319	-0.109496	10	116	2	0.0405039
	1206.01	1.37505e-08	0.0988498	-0.026563	-0.1113	10	116	2	0.0386999
	1177.91	1.02563e-07	0.100586	-0.026976	-0.112202	11	115	2	0.0377979
	1121.73	2.35542e-08	0.104061	-0.027797	-0.114006	12	116	2	0.0359939
	1107.68	1.02187e-07	0.10493	-0.0280012	-0.114457	12	116	2	0.0355429
	1079.59	2.19976e-08	0.106668	-0.0284082	-0.115359	12	116	2	0.0346409
	1065.54	2.42307e-08	0.107537	-0.0286111	-0.11581	12	116	2	0.0341899
	1051.5	9.58791e-08	0.108406	-0.0288136	-0.116261	13	115	2	0.0337389
	1037.45	3.23768e-08	0.109275	-0.0290157	-0.116712	13	115	2	0.0332879
	1023.4	3.0485e-08	0.110145	-0.0292173	-0.117163	13	115	2	0.0328369
	995.313	1.7417e-07	0.111884	-0.0296193	-0.118065	13	115	2	0.0319349
	981.266	1.18144e-07	0.112754	-0.0298196	-0.118516	13	115	2	0.0314839
